session	idx	block	pos	arm	gates	kernels	decode_s_per_token	prefill_s_per_token	passed	golden	wall_s	head	error
20260811T022107Z	1	1	1	C	none	none	0.00897927769599218	0.001111975421875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	151	47d296615a0c	
20260811T022107Z	2	1	2	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008911378299120233	0.001111292236328125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	174	47d296615a0c	
20260811T022107Z	3	1	3	A1	DARKBLOOM_INJECT_DECODE_EMPTY=1,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.008930050342130989	0.00112298738671875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	163	47d296615a0c	
20260811T022107Z	4	1	4	L1	DARKBLOOM_DECODE_ASYNC_STAGE=ladder1	none	0.008924338872922776	0.001138119548828125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	178	47d296615a0c	
20260811T022107Z	5	2	1	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008895273093841641	0.0011230595703125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	47d296615a0c	
20260811T022107Z	6	2	2	A1	DARKBLOOM_INJECT_DECODE_EMPTY=1,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.00893196672336266	0.00111098681640625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	47d296615a0c	
20260811T022107Z	7	2	3	L1	DARKBLOOM_DECODE_ASYNC_STAGE=ladder1	none	0.008942018206256109	0.00111696573828125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	47d296615a0c	
20260811T022107Z	8	2	4	C	none	none	0.00896135699706745	0.00111136141015625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	168	47d296615a0c	
20260811T022107Z	9	3	1	A1	DARKBLOOM_INJECT_DECODE_EMPTY=1,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.008930334351906159	0.001121838296875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	47d296615a0c	
20260811T022107Z	10	3	2	L1	DARKBLOOM_DECODE_ASYNC_STAGE=ladder1	none	0.008931156077223851	0.001111074787109375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	168	47d296615a0c	
20260811T022107Z	11	3	3	C	none	none	0.00896941002737048	0.001138689859375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	47d296615a0c	
20260811T022107Z	12	3	4	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008909817041055718	0.001122757080078125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	168	47d296615a0c	
20260811T022107Z	13	4	1	L1	DARKBLOOM_DECODE_ASYNC_STAGE=ladder1	none	0.008935679537634408	0.00112368505859375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	168	47d296615a0c	
20260811T022107Z	14	4	2	C	none	none	0.00897888872629521	0.001111388751953125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	47d296615a0c	
20260811T022107Z	15	4	3	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008895514784946237	0.001121411296875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	47d296615a0c	
20260811T022107Z	16	4	4	A1	DARKBLOOM_INJECT_DECODE_EMPTY=1,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.00892402109775171	0.001122086181640625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	167	47d296615a0c	
