session	idx	block	pos	arm	gates	kernels	decode_s_per_token	prefill_s_per_token	passed	golden	wall_s	head	error
20260811T112826Z	1	1	1	N2	DARKBLOOM_DECODE_QKV_GATE_FUSED=0	none	0.00884046855718475	0.00112142879296875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	167	d8b104da0e1f	
20260811T112826Z	2	1	2	N4	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=4	none	0.008887520732160313	0.0011123427734375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	168	d8b104da0e1f	
20260811T112826Z	3	1	3	N8	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=8	none	0.008864613351906159	0.001110946533203125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	169	d8b104da0e1f	
20260811T112826Z	4	2	1	N4	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=4	none	0.00887417061779081	0.001111179361328125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	d8b104da0e1f	
20260811T112826Z	5	2	2	N8	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=8	none	0.008895888481915934	0.0011150591640625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	d8b104da0e1f	
20260811T112826Z	6	2	3	N2	DARKBLOOM_DECODE_QKV_GATE_FUSED=0	none	0.008893391698924731	0.001111487548828125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	d8b104da0e1f	
20260811T112826Z	7	3	1	N8	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=8	none	0.008877549079178886	0.001111471109375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	160	d8b104da0e1f	
20260811T112826Z	8	3	2	N2	DARKBLOOM_DECODE_QKV_GATE_FUSED=0	none	0.008909124552297164	0.00113665275	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	160	d8b104da0e1f	
20260811T112826Z	9	3	3	N4	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=4	none	0.008883789792766375	0.001124445474609375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	d8b104da0e1f	
20260811T112826Z	10	4	1	N2	DARKBLOOM_DECODE_QKV_GATE_FUSED=0	none	0.008888272238514173	0.00111059114453125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	d8b104da0e1f	
20260811T112826Z	11	4	2	N4	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=4	none	0.008907956540566959	0.00111262646484375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	161	d8b104da0e1f	
20260811T112826Z	12	4	3	N8	DARKBLOOM_DECODE_QKV_GATE_FUSED=0,DARKBLOOM_QKV_SIMDGROUPS=8	none	0.008885645120234603	0.0011243984375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	d8b104da0e1f	
