benchmark.sh: trusted CLI or participant runtime worker missing or stale; building
[0/2] Write swift-version--58304C5D6DBC2206.txt
[0/1] Planning build
Building for production...
[0/2] Write swift-version--58304C5D6DBC2206.txt
Build of product 'mlxfast-swift' complete! (10.00s)
[0/2] Write swift-version--58304C5D6DBC2206.txt
[0/1] Planning build
Building for production...
[0/4] Write sources
[1/4] Write swift-version--58304C5D6DBC2206.txt
[3/5] Compiling MLXFastModel DenseTensorStore.swift
/Users/ec2-user/.senpai/native/mlxfast-maple-20260804/roles/student-maple-tanjiro/workspace/target/Sources/MLXFastModel/LagunaRuntimeLayers.swift:2005:17: warning: variable 'mergedSharedActivated' was never mutated; consider changing to 'let' constant
2003 |             // handed to the down projection instead of being issued again.
2004 |             // Purely within this invocation; nothing survives it.
2005 |             var mergedSharedActivated: MLXArray?
     |                 `- warning: variable 'mergedSharedActivated' was never mutated; consider changing to 'let' constant
2006 |             if lagunaFusedRoutedSwiGLUQMVEnabled,
2007 |                 x.dtype == .bfloat16,
[4/6] Compiling MLXFastRuntimeWorkerSupport BenchmarkSupport.swift
[5/7] Compiling MLXFastRuntimeWorkerCLI main.swift
[5/7] Write Objects.LinkFileList
[6/7] Linking mlxfast-runtime-worker
Build of product 'mlxfast-runtime-worker' complete! (28.95s)
benchmark.sh: reusing weights/ for unchanged transform source
mlxfast: benchmark elapsed=0.0s local-submit start checked_tokens=1025 decode_steps=1023 repeats=1
mlxfast: benchmark elapsed=0.0s local-submit baseline prefill_seconds_per_token=0.000368 decode_seconds_per_token=0.013856 (official-runner constants; local speedups are directional)
mlxfast: benchmark elapsed=0.0s local-submit validation start
mlxfast: benchmark elapsed=10.2s local-submit weights digest still running phase_seconds=10.2
mlxfast: benchmark elapsed=20.2s local-submit weights digest still running phase_seconds=20.2
mlxfast: benchmark elapsed=30.2s local-submit weights digest still running phase_seconds=30.2
mlxfast: benchmark elapsed=34.2s local-submit weights digest complete files=9 bytes=21568891382
mlxfast: benchmark elapsed=34.2s local-submit validation complete prompt_tokens=512 seconds=34.2
mlxfast: benchmark elapsed=34.2s local-submit checked timing start
mlxfast: benchmark elapsed=73.8s local thermal gate start phase=prefill
benchmark.sh: waiting for GPU to cool down before timing (current 41.6C, target <=40C, waited 0s)...
benchmark.sh: waiting for GPU to cool down before timing (current 40.2C, target <=40C, waited 10s)...
benchmark.sh: GPU cool-down gate passed (current 39.8C, target <=40C, waited 20s)
mlxfast: benchmark elapsed=102.3s local thermal gate complete phase=prefill
mlxfast: benchmark elapsed=102.3s local-submit prefill measured start prompt_tokens=512
mlxfast: benchmark elapsed=102.9s local-submit prefill measured complete seconds=0.6 seconds_per_token=0.001139 prefill_speedup=0.323
mlxfast-worker: mlxfast: low-memory startup profile active (physical memory 48 GiB is below the 64 GiB full-profile minimum): capping the MLX allocator cache at 6 GiB and clearing free warmup buffers; compiled decode and every other ranked code path stay enabled; set DARKBLOOM_STARTUP_MEMORY_PROFILE=full to opt out
mlxfast-worker: mlxfast: a machine too small for the model plus the decode working set fails with an out-of-memory error instead of silently skipping ranked code paths; verify on a 64 GiB+ machine or rely on the ranked run
mlxfast-worker: mlxfast: narrow-scales built lane-major pairwise: qkv
mlxfast-worker: mlxfast: narrow-scales built lane-major pairwise: oproj
mlxfast-worker: mlxfast: packed-scales active: shared gate/up halved
mlxfast-worker: mlxfast: packed-scales active: shared down halved
mlxfast-worker: mlxfast: packed-scales active: packed routed gate/up bank prepared
mlxfast-worker: mlxfast: lm_head prune active (coarse copy resident)
mlxfast-worker: mlxfast: packed-scales inactive: packed routed gate/up prefill scale view consumed
mlxfast-worker: mlxfast: packed-scales inactive: packed routed down prefill scale view consumed
mlxfast-worker: mlxfast: packed-scales active: routed swiglu qmv packed dispatch
mlxfast: benchmark elapsed=141.9s local thermal gate start phase=decode
benchmark.sh: waiting for GPU to cool down before timing (current 41.5C, target <=40C, waited 0s)...
benchmark.sh: waiting for GPU to cool down before timing (current 40.2C, target <=40C, waited 10s)...
benchmark.sh: GPU cool-down gate passed (current 39.8C, target <=40C, waited 20s)
mlxfast: benchmark elapsed=170.2s local thermal gate complete phase=decode
mlxfast: benchmark elapsed=170.2s local-submit decode measured start tokens=1023 includes_seed_prefill=true
mlxfast: benchmark elapsed=170.8s local-submit decode seed prefill complete seconds=0.6 (charged to decode)
mlxfast: benchmark elapsed=170.8s local-submit checked decode 1/1023 tokens last_step_seconds=0.033999 mean_step_seconds=0.033999 decode_eta_seconds=34.7 projected_decode_seconds_per_token=0.034556 projected_decode_speedup=0.401 projected_score=0.380
mlxfast: benchmark elapsed=170.9s local-submit checked decode 8/1023 tokens last_step_seconds=0.008220 mean_step_seconds=0.011608 decode_eta_seconds=11.8 projected_decode_seconds_per_token=0.012165 projected_decode_speedup=1.139 projected_score=0.831
mlxfast: benchmark elapsed=170.9s local-submit checked decode 16/1023 tokens last_step_seconds=0.008140 mean_step_seconds=0.009899 decode_eta_seconds=10.0 projected_decode_seconds_per_token=0.010455 projected_decode_speedup=1.325 projected_score=0.931
mlxfast: benchmark elapsed=171.0s local-submit checked decode 24/1023 tokens last_step_seconds=0.008148 mean_step_seconds=0.009320 decode_eta_seconds=9.3 projected_decode_seconds_per_token=0.009876 projected_decode_speedup=1.403 projected_score=0.972
mlxfast: benchmark elapsed=171.1s local-submit checked decode 32/1023 tokens last_step_seconds=0.008148 mean_step_seconds=0.009035 decode_eta_seconds=9.0 projected_decode_seconds_per_token=0.009591 projected_decode_speedup=1.445 projected_score=0.993
mlxfast: benchmark elapsed=171.1s local-submit checked decode 40/1023 tokens last_step_seconds=0.008165 mean_step_seconds=0.008865 decode_eta_seconds=8.7 projected_decode_seconds_per_token=0.009422 projected_decode_speedup=1.471 projected_score=1.006
mlxfast: benchmark elapsed=171.2s local-submit checked decode 48/1023 tokens last_step_seconds=0.008206 mean_step_seconds=0.008753 decode_eta_seconds=8.5 projected_decode_seconds_per_token=0.009310 projected_decode_speedup=1.488 projected_score=1.016
mlxfast: benchmark elapsed=171.3s local-submit checked decode 56/1023 tokens last_step_seconds=0.008193 mean_step_seconds=0.008676 decode_eta_seconds=8.4 projected_decode_seconds_per_token=0.009233 projected_decode_speedup=1.501 projected_score=1.022
mlxfast: benchmark elapsed=171.3s local-submit checked decode 64/1023 tokens last_step_seconds=0.008177 mean_step_seconds=0.008618 decode_eta_seconds=8.3 projected_decode_seconds_per_token=0.009175 projected_decode_speedup=1.510 projected_score=1.027
mlxfast: benchmark elapsed=171.4s local-submit checked decode 72/1023 tokens last_step_seconds=0.008251 mean_step_seconds=0.008572 decode_eta_seconds=8.2 projected_decode_seconds_per_token=0.009129 projected_decode_speedup=1.518 projected_score=1.031
mlxfast: benchmark elapsed=171.4s local-submit checked decode 80/1023 tokens last_step_seconds=0.008200 mean_step_seconds=0.008535 decode_eta_seconds=8.0 projected_decode_seconds_per_token=0.009092 projected_decode_speedup=1.524 projected_score=1.034
mlxfast: benchmark elapsed=171.5s local-submit checked decode 88/1023 tokens last_step_seconds=0.008192 mean_step_seconds=0.008504 decode_eta_seconds=8.0 projected_decode_seconds_per_token=0.009061 projected_decode_speedup=1.529 projected_score=1.036
mlxfast: benchmark elapsed=171.6s local-submit checked decode 96/1023 tokens last_step_seconds=0.008218 mean_step_seconds=0.008480 decode_eta_seconds=7.9 projected_decode_seconds_per_token=0.009037 projected_decode_speedup=1.533 projected_score=1.038
mlxfast: benchmark elapsed=171.6s local-submit checked decode 104/1023 tokens last_step_seconds=0.008422 mean_step_seconds=0.008463 decode_eta_seconds=7.8 projected_decode_seconds_per_token=0.009020 projected_decode_speedup=1.536 projected_score=1.040
mlxfast: benchmark elapsed=171.7s local-submit checked decode 112/1023 tokens last_step_seconds=0.008184 mean_step_seconds=0.008447 decode_eta_seconds=7.7 projected_decode_seconds_per_token=0.009004 projected_decode_speedup=1.539 projected_score=1.041
mlxfast: benchmark elapsed=171.8s local-submit checked decode 120/1023 tokens last_step_seconds=0.008217 mean_step_seconds=0.008431 decode_eta_seconds=7.6 projected_decode_seconds_per_token=0.008988 projected_decode_speedup=1.542 projected_score=1.043
mlxfast: benchmark elapsed=171.8s local-submit checked decode 128/1023 tokens last_step_seconds=0.008227 mean_step_seconds=0.008417 decode_eta_seconds=7.5 projected_decode_seconds_per_token=0.008974 projected_decode_speedup=1.544 projected_score=1.044
mlxfast: benchmark elapsed=171.9s local-submit checked decode 136/1023 tokens last_step_seconds=0.008234 mean_step_seconds=0.008407 decode_eta_seconds=7.5 projected_decode_seconds_per_token=0.008964 projected_decode_speedup=1.546 projected_score=1.045
mlxfast: benchmark elapsed=172.0s local-submit checked decode 144/1023 tokens last_step_seconds=0.008226 mean_step_seconds=0.008397 decode_eta_seconds=7.4 projected_decode_seconds_per_token=0.008954 projected_decode_speedup=1.547 projected_score=1.046
mlxfast: benchmark elapsed=172.0s local-submit checked decode 152/1023 tokens last_step_seconds=0.008199 mean_step_seconds=0.008388 decode_eta_seconds=7.3 projected_decode_seconds_per_token=0.008945 projected_decode_speedup=1.549 projected_score=1.046
mlxfast: benchmark elapsed=172.1s local-submit checked decode 160/1023 tokens last_step_seconds=0.008176 mean_step_seconds=0.008378 decode_eta_seconds=7.2 projected_decode_seconds_per_token=0.008936 projected_decode_speedup=1.551 projected_score=1.047
mlxfast: benchmark elapsed=172.2s local-submit checked decode 168/1023 tokens last_step_seconds=0.008206 mean_step_seconds=0.008371 decode_eta_seconds=7.2 projected_decode_seconds_per_token=0.008928 projected_decode_speedup=1.552 projected_score=1.048
mlxfast: benchmark elapsed=172.2s local-submit checked decode 176/1023 tokens last_step_seconds=0.008224 mean_step_seconds=0.008365 decode_eta_seconds=7.1 projected_decode_seconds_per_token=0.008922 projected_decode_speedup=1.553 projected_score=1.049
mlxfast: benchmark elapsed=172.3s local-submit checked decode 184/1023 tokens last_step_seconds=0.008216 mean_step_seconds=0.008358 decode_eta_seconds=7.0 projected_decode_seconds_per_token=0.008916 projected_decode_speedup=1.554 projected_score=1.049
mlxfast: benchmark elapsed=172.4s local-submit checked decode 192/1023 tokens last_step_seconds=0.008238 mean_step_seconds=0.008354 decode_eta_seconds=6.9 projected_decode_seconds_per_token=0.008911 projected_decode_speedup=1.555 projected_score=1.049
mlxfast: benchmark elapsed=172.4s local-submit checked decode 200/1023 tokens last_step_seconds=0.008222 mean_step_seconds=0.008349 decode_eta_seconds=6.9 projected_decode_seconds_per_token=0.008906 projected_decode_speedup=1.556 projected_score=1.050
mlxfast: benchmark elapsed=172.5s local-submit checked decode 208/1023 tokens last_step_seconds=0.008219 mean_step_seconds=0.008345 decode_eta_seconds=6.8 projected_decode_seconds_per_token=0.008902 projected_decode_speedup=1.557 projected_score=1.050
mlxfast: benchmark elapsed=172.6s local-submit checked decode 216/1023 tokens last_step_seconds=0.008252 mean_step_seconds=0.008341 decode_eta_seconds=6.7 projected_decode_seconds_per_token=0.008899 projected_decode_speedup=1.557 projected_score=1.051
mlxfast: benchmark elapsed=172.6s local-submit checked decode 224/1023 tokens last_step_seconds=0.008223 mean_step_seconds=0.008338 decode_eta_seconds=6.7 projected_decode_seconds_per_token=0.008895 projected_decode_speedup=1.558 projected_score=1.051
mlxfast: benchmark elapsed=172.7s local-submit checked decode 232/1023 tokens last_step_seconds=0.008254 mean_step_seconds=0.008334 decode_eta_seconds=6.6 projected_decode_seconds_per_token=0.008892 projected_decode_speedup=1.558 projected_score=1.051
mlxfast: benchmark elapsed=172.8s local-submit checked decode 240/1023 tokens last_step_seconds=0.008229 mean_step_seconds=0.008331 decode_eta_seconds=6.5 projected_decode_seconds_per_token=0.008888 projected_decode_speedup=1.559 projected_score=1.051
